Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
ghezala,غزالـــــــة,0.039824,8,0.0019,7.128,0.48203,3.32325,0.1429,1.035,0.955746,3.10911,8.82389,8.20583,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-04-18 00:00:00
melah,المالح,0.00965475,33,0.04457,11.592,0.12566,7.28403,0.86803,7.03014,1.57,8.91555,24.042,27.48,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-04-18 00:00:00
tine,الطين,0.0250373,34,0.0,8.028,0.165528,5.23754,0.21748,5.9207,1.39,,16.188,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-04-18 00:00:00
sejnane,سجنــــــان,0.702183,9,0.468912,97.3645,2.28793,84.7877,7.09309,127.547,6.74178,56.0157,114.615,96.2316,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-04-18 00:00:00
zarga,الزرقة,0.0743383,10,0.0,19.216,0.306325,7.69316,0.1924,3.87331,2.08,19.6199,20.528,23.23,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-04-18 00:00:00
kebir,الكبير,0.168337,31,0.76004,5.7872,0.668945,17.0847,1.54868,15.6983,0.804585,12.7194,35.8382,6.4256,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-04-18 00:00:00
moula,المولى,0.318639,32,0.432,26.0496,0.826725,14.9486,0.81,12.8837,0.59641,8.97412,30.0087,26.1789,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-04-18 00:00:00
selbarrak,سيدي البــــراق,0.981404,11,0.35032,282.892,5.15258,162.183,5.88701,66.2543,21.6344,111.301,281.709,276.856,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-04-18 00:00:00
ziatine,الزياتين,0.145926,12,0.0713304,26.424,0.473959,6.3971,0.798819,4.22502,2.35,13.5372,27.26,29.3175,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-04-18 00:00:00
gamgoum,القمقوم,0.160207,13,0.085,17.9959,0.27624,6.3971,0.085,4.4894,0.154951,3.91819,7.8665,17.751,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-04-18 00:00:00
harka,الحركة,0.0989584,35,0.00667,30.3568,0.35678,1.28708,0.00667,0.154727,1.42,,22.712,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-04-18 00:00:00
siliana,سليانـــــــة,0.0349602,14,0.0,8.38303,0.206325,10.754,1.03413,5.50322,3.07689,7.136,31.0214,18.2437,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-04-18 00:00:00
lakhmess,لخمـــــــاس,0.0,15,0.00216,2.58494,0.067387,1.44233,0.242719,1.76003,1.48475,1.18695,10.319,4.44746,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-04-18 00:00:00
rmil,الرميـــــــل,0.00059787,16,0.0,1.2742,0.0234497,1.46631,0.08968,0.196286,0.582374,0.641594,9.54444,1.1128,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-04-18 00:00:00
birmcherga,بئر المشارقـــة,0.012264,17,0.0026,32.59,0.163824,9.12245,0.037,0.5898,2.54987,6.22748,23.4527,35.0247,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-04-18 00:00:00
rmel,الرمــــــل,0.0,18,0.0055,4.4085,0.0858281,5.93033,0.099,1.36413,1.02624,4.62165,15.1532,9.97148,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-04-18 00:00:00
nebhana,نبهانــــــة,0.000595122,19,0.01067,5.93232,0.137902,5.68539,0.662958,4.24359,1.84899,3.83055,19.4829,12.7607,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-04-18 00:00:00
sidisaad,سيدي سعـــد,0.133578,20,0.029819,48.8665,0.210421,22.2969,1.19179,9.71775,2.67582,9.34917,36.5421,55.3022,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-04-18 00:00:00
elhaouareb,هـــــــوارب,0.00178788,21,0.0,0.300336,0.145274,7.70644,0.0972,0.932514,0.880421,3.45188,13.0633,0.321217,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-04-18 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.0062775,0.219772,0.0,0.0,7.433,0.0799131,70.5008,1.57104,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-04-18 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.0245687,0.457613,1.46912,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-04-18 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0092043,0.509383,0.0,0.1,0.00478571,0.138231,2.02487,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-04-18 00:00:00
bezirk,بزيـــــــغ,0.00196291,25,0.0,2.136,0.0336067,0.68374,0.0,0.609,0.385796,2.10589,4.54123,4.0236,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-04-18 00:00:00
chiba,شيبـــــــة,0.00136172,26,0.0,0.985,0.00682064,0.312587,0.098528,0.878604,0.40619,1.89113,6.21141,0.78052,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-04-18 00:00:00
masri,مصــــــري,0.00102818,27,0.0,5.09828,0.0178006,0.624019,0.006,4.17245,0.400928,0.725262,4.12433,5.10615,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-04-18 00:00:00
lebna,لبنــــــــة,0.0,28,0.009,11.4268,0.124239,3.66388,0.219,1.28016,0.762047,21.1212,17.4213,22.0083,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-04-18 00:00:00
hma,الحمـــــى,0.00647949,29,0.0,1.92511,0.0284005,1.84882,0.0,0.017334,0.060987,0.424602,4.35466,1.80758,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-04-18 00:00:00
