Date,station,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente
2021-11-20,جندوبة,0.0,15.899999999999999,45.510000077486026,89.0,109.74400002971298,43.2,96.2
2021-11-20,بوسالم,0.0,16.2,45.78666673815912,90.0,106.10444454153382,54.5,82.9
2021-11-20,غار الدماء,0.0,7.8,46.61428573697197,66.3,102.35510208336065,17.3,53.89999999999999
2021-11-20,عين دراهم,0.0,58.0,202.26000009849665,407.0,352.94599998772134,104.0,332.0
2021-11-20,طبرقة,0.0,63.599999999999994,144.5240003156662,285.2,255.26600035682324,44.6,239.2
2021-11-20,سد بوهرتمة,0.0,7.1,89.87111116995413,142.89999999999998,157.75666701071944,49.5,98.9
2021-11-20,بــاجة,0.0,24.7,64.85624996122594,176.7,142.38788263299216,29.6,94.6
2021-11-20,مجاز الباب,0.0,5.0,40.506521696143814,91.0,108.23913034229822,20.0,54.0
2021-11-20,نفزة ,0.0,57.0,144.63469381934527,270.5,238.62038268733824,34.0,181.0
2021-11-20,سد سيدي سالم,0.0,11.4,43.77916662410523,66.2,108.2642286422907,12.0,49.6
2021-11-20,تبرسق ,0.0,26.0,55.52599993288517,128.0,127.15726521865449,24.0,72.0
2021-11-20,تيبار ,0.0,14.5,56.911999935954796,161.5,130.81938774151155,52.5,93.5
2021-11-20,الكاف ,0.0,2.7,38.328571455971314,69.2,100.24897973680375,31.400000000000002,117.4
2021-11-20,سد ملاق,0.0,5.0,28.126530658225633,67.80000000000001,83.28775498058111,27.1,88.1
2021-11-20,ساقية سيدي يوسف,0.0,21.7,46.72222229904599,103.60000000000001,110.78444447550508,18.0,63.2
2021-11-20,قلعة سنان,0.0,9.5,37.98444452136754,59.5,100.3822222756015,5.0,48.0
2021-11-20,القصور,0.0,4.0,34.901999956369394,54.5,97.74400000125168,11.0,80.0
2021-11-20,السرس,0.0,10.0,35.78372094381687,84.8,107.16046514760617,15.600000000000001,75.5
2021-11-20,تاجروين,0.0,3.0,35.973784329019196,32.5,98.7383803352031,10.0,68.0
2021-11-20,سليانة,0.0,4.0,35.347999961078166,93.2,111.11399995625017,17.0,95.0
2021-11-20,بوعرادة,0.0,2.0,39.177550981087336,93.0,112.72448983013017,4.0,92.0
2021-11-20,الكريب,0.0,8.5,51.62997443208686,112.0,113.62793365997724,6.0,74.5
2021-11-20,الروحية ,0.0,0.0,24.127500036358832,14.0,89.25920743317134,5.0,59.0
2021-11-20,سعدية برقو,0.0,0.0,49.06530605864768,83.0,140.45493871461068,10.0,85.0
2021-11-20,سد الأخماس,0.0,0.0,35.603528871688816,35.7,116.89213431855588,8.0,91.0
2021-11-20,مكثر,0.0,1.0,41.77199993729591,24.0,129.10800000205631,11.0,63.0
2021-11-20,تونس قرطاج,0.0,8.0,52.775999996215106,107.6,135.57599996775386,19.4,76.4
2021-11-20,تونس المنوبية,0.0,9.1,52.87799990385771,134.7,131.91400009661913,20.0,115.0
2021-11-20,أريانة,0.0,5.0,53.80200001418591,105.0,136.4060000103712,12.0,69.0
2021-11-20,سيدي ثابت,0.0,9.0,52.92553198369261,131.0,120.49705190461452,10.0,94.0
2021-11-20,قلعة الأندلس,0.0,8.0,61.84042559294625,217.0,137.3642124461383,15.0,63.0
2021-11-20,منوبة,0.0,12.0,47.504166692495346,140.5,121.22648813855533,18.0,87.5
2021-11-20,برج العامري,0.0,10.0,42.56734696395543,101.5,117.20922445827297,19.5,81.0
2021-11-20,البطان,0.0,14.0,38.3120000204444,110.0,107.48661231493462,18.0,67.0
2021-11-20,بن عروس ,0.0,19.0,52.25399990543725,114.3,131.91999990940096,43.4,147.5
2021-11-20,برج السدرية,0.0,3.0,57.7812500364768,130.0,131.09121199186197,41.5,119.5
2021-11-20,الخليدية,0.0,5.0,47.944192004632775,70.0,132.81937271246312,60.0,141.0
2021-11-20,نابل,0.0,30.0,50.103755042519495,84.9,126.31575515341395,0.5,90.7
2021-11-20,قليبية ,0.0,31.0,68.15999990403652,211.5,161.27073425052728,12.5,86.5
2021-11-20,قربة ,0.0,27.0,50.851020337975754,100.0,140.88371421324362,3.0,86.5
2021-11-20,منزل بوزلفة,0.0,15.0,63.729999993443485,219.5,148.5319999437034,12.0,83.5
2021-11-20,قرمبالية,0.0,19.0,62.28599998354912,212.2,148.44391843110625,31.0,57.0
2021-11-20,الهوارية ,0.0,49.5,85.34651151923246,315.5,162.40232514399432,16.0,109.5
2021-11-20,الحمامات ,0.0,4.0,55.959999951273204,57.0,146.13200010761622,2.0,81.5
2021-11-20,زغوان,0.0,1.5,48.80612251344993,62.5,134.92840840339053,25.0,62.5
2021-11-20,الفحص ,0.0,2.0,38.387499963243805,64.0,118.49632092249239,13.0,106.0
2021-11-20,سد بئر مشارقة ,0.0,0.0,36.933999831676495,63.5,116.78363252477678,28.5,75.5
2021-11-20,صواف,0.0,0.5,38.07321430737672,47.5,116.45565484991278,9.0,102.5
2021-11-20,الجبيبنة 3 النظور,0.0,0.0,36.20000005796552,19.0,105.68400000169873,0.0,36.5
2021-11-20,بنزرت سيدي أحمد ,0.0,12.8,89.9000001746416,166.00000000000003,166.00000000000003,0.0,0.0
2021-11-20,تينجة,0.0,16.2,84.61224492350405,149.7,151.64081641301806,17.200000000000003,64.8
2021-11-20,راس الجبل,0.0,7.0,86.70869566111462,258.0,155.46577237694623,15.1,89.60999999999999
2021-11-20,العالية,0.0,5.5,68.2760627241615,149.0,124.70667520325102,3.5,69.0
2021-11-20,ماطر,0.0,12.5,67.87600010886788,168.5,142.70000021561978,19.5,124.5
2021-11-20, جومين,0.0,24.0,89.82857149748173,217.0,166.83877560861254,18.0,221.0
2021-11-20,سجنان,0.0,28.0,124.1380000579357,215.0,210.20493870679212,35.0,149.5
2021-11-20,القيروان ,0.0,0.0,26.908000009655943,7.5,102.99000008657576,0.0,0.0
2021-11-20,حفوز,0.0,0.0,22.812195251627664,0.0,114.02682956253608,1.8,189.8
2021-11-20,سد نبهانة,0.0,0.0,26.67317077444821,15.0,94.83170720571425,0.0,183.0
2021-11-20,الوسلاتية,0.0,0.0,30.150000100800145,8.0,122.8069149891364,11.0,77.5
2021-11-20,السبيخة,0.0,0.0,28.635999981462952,10.0,113.39000000819563,0.0,126.0
2021-11-20,سيدي عمر بوحجلة,0.0,0.0,22.021469411418146,5.0,84.93951025352186,0.5,168.0
2021-11-20,سد سيدي سعد,0.0,0.0,19.566000042855737,26.5,77.36400006696583,0.0,152.0
2021-11-20,القصرين,0.0,0.0,19.29999993503094,14.0,83.89400000944737,0.0,0.0
2021-11-20,فريانة ,0.0,0.0,21.785416735491406,42.0,88.50416669699669,0.0,98.1
2021-11-20,فوسانة,0.0,0.0,20.108510602661898,35.0,66.12137104692049,0.0,25.5
2021-11-20,خنقة الزازية,0.0,0.0,15.917999988943336,0.0,74.07399997249247,0.0,55.3
2021-11-20,سبيبة ,0.0,0.0,25.235555455585324,27.5,99.50111100678359,0.0,25.900000000000002
2021-11-20,سبيطلة,0.0,0.0,17.83600006058812,29.5,75.30800010725855,0.0,64.0
2021-11-20,تالة ,0.0,0.0,37.968000009506945,59.5,110.85400006324053,0.0,72.5
2021-11-20,سيدي بوزيد,0.0,0.2,21.465957408255722,70.9,94.28297868878282,0.5,130.8
2021-11-20,سيدي علي بن عون,0.0,0.0,19.72127658794535,21.0,76.89224291111982,0.0,57.0
2021-11-20,بير الحفي,0.0,0.0,19.979999991953374,24.5,80.88559188236997,0.0,42.0
2021-11-20,المكناسي ,0.0,0.0,15.056000000536441,20.0,66.75600005552171,3.0,38.0
2021-11-20,الرقاب ,0.0,0.0,18.955555544959175,14.5,76.5787281959099,2.0,113.5
2021-11-20,جلمة ,0.0,0.0,18.719148917401093,47.0,76.53087154310569,0.0,98.0
2021-11-20,المزونة,0.0,0.0,12.906249983857077,1.0,67.44459221089352,0.0,21.5
2021-11-20,سوسة,0.0,0.0,39.63469390023728,50.5,121.68571421564845,4.0,233.5
2021-11-20,النفيضة,0.0,4.0,40.263265332397154,13.0,123.91776021047512,0.0,105.0
2021-11-20,مساكن ,0.0,0.0,34.61836740374565,14.5,114.17861392806749,4.0,277.5
2021-11-20,سيدي بوعلي ,0.0,0.0,42.78297867768622,6.0,117.6316933475818,6.0,74.5
2021-11-20,الكندار,0.0,0.0,31.704255266392476,9.5,106.65722966134629,0.0,139.0
2021-11-20,المنستير,0.0,4.0,34.68888899270031,56.0,120.29494974720431,2.0,253.0
2021-11-20,المكنين ,0.0,4.0,46.23200009793043,72.0,140.6680002439022,5.0,546.0
2021-11-20,طبلبة,0.0,6.0,47.96399999678134,156.0,138.72199986292392,3.0,407.0
2021-11-20,جــمال,0.0,0.0,44.194000003933915,50.0,139.50093886525653,10.0,405.0
2021-11-20,المهدية,0.0,6.5,39.37400004833937,82.2,129.62200017213823,6.0,244.6
2021-11-20,الشابة,0.0,21.0,40.29565222496572,48.0,126.76487932401004,4.5,360.0
2021-11-20,السواسي,0.0,0.0,22.070833294807624,43.0,84.37418562288019,1.5,247.0
2021-11-20,الـــجم ,0.0,1.0,31.779166597562536,15.0,102.11152477890703,0.0,229.0
2021-11-20,صفاقس,0.0,1.2,21.090000054836274,16.7,83.01999988377096,3.0,95.0
2021-11-20,عقارب,0.0,0.0,17.565999994277952,19.0,70.77828580301636,1.0,137.0
2021-11-20,بير علي بن خليفة,0.0,0.0,14.551999994516374,4.0,67.45400004178283,0.0,83.0
2021-11-20,الغريبة,0.0,0.0,15.628888911339976,11.0,67.3604831137807,0.0,17.5
2021-11-20,قرقنة,0.0,45.0,23.346938775510203,68.0,82.53656462585035,0.0,14.0
2021-11-20,منزل شاكر,0.0,0.0,16.349999984502794,21.0,74.2200000584126,0.0,123.0
2021-11-20,الحنشة,0.0,3.0,26.45886526040152,29.5,92.76912377234657,0.0,172.0
2021-11-20,قفصة ,0.0,0.0,17.08600006580353,9.0,47.031999982595465,0.0,17.5
2021-11-20,القطار,0.0,0.0,13.858695639864258,4.0,40.53926911560006,0.0,0.0
2021-11-20,السند,0.0,0.0,16.40000005163576,6.0,57.69999995195996,0.5,56.5
2021-11-20,المنلوي,0.0,0.0,13.82173913101787,0.0,29.666183558455554,0.0,0.0
2021-11-20,الرديف ,0.0,0.0,18.042857154849028,4.0,39.47233775138686,4.0,12.0
2021-11-20,سيدي يعيش,0.0,0.0,14.03913041042245,29.0,75.97154169026096,0.0,121.0
2021-11-20,أم العرائس,0.0,0.0,13.822916609700767,8.5,39.32269517697248,2.5,12.5
2021-11-20,توزر ,0.0,0.0,10.916000046283004,0.0,25.639999990463252,11.5,11.5
2021-11-20,تمغزة,0.0,0.0,14.760000093777974,0.0,29.784809393351974,4.5,33.0
2021-11-20,دقاش,0.0,0.0,11.30888894399007,0.0,22.436473470389995,8.0,9.0
2021-11-20,نفطة ,0.0,0.0,11.968085119064819,0.0,23.977937108224516,5.5,5.5
2021-11-20,قبلي ,0.0,0.0,9.160465135823848,0.0,24.26136368634396,9.0,31.5
2021-11-20,الفوار,0.0,0.0,7.867499973252414,0.0,19.159105711280183,0.0,0.0
2021-11-20,دوز ,0.0,0.0,7.482499976456165,0.0,22.400580706373805,8.0,8.0
2021-11-20,قابس ,0.0,0.0,22.302040843179036,34.0,77.26061196018844,0.0,7.0
2021-11-20,الحامة,0.0,0.0,10.212500013783576,0.0,43.739999931864425,28.0,92.0
2021-11-20,المطوية ,0.0,0.0,20.382051239793114,11.0,61.29230764833015,14.0,19.0
2021-11-20,مطماطة,0.0,0.0,22.157142834395778,6.0,53.256938831465575,25.0,51.0
2021-11-20,مدنين ,0.0,0.0,16.955999945402144,0.0,50.762000257670884,0.0,0.0
2021-11-20,بني خداش,0.0,0.0,21.300000068254594,0.0,50.24390235107121,11.7,58.39999999999999
2021-11-20,بن قردان ,0.0,21.0,26.814285726267467,21.0,63.433207569896005,26.2,44.2
2021-11-20,جرجيس,0.0,11.0,33.3224488680764,11.0,82.69944727640332,11.1,76.6
2021-11-20,جربة حومة السوق,0.0,5.5,29.634000088721514,10.0,82.14469392033257,16.1,43.1
2021-11-20,تطاوين ,0.0,0.0,12.316490513404503,0.0,30.261308277772812,0.0,0.0
2021-11-20,غمراسن,0.0,0.0,14.258139550685883,0.0,30.27621068101291,7.2,13.9
2021-11-20,رمادة ,0.0,0.0,7.592857174397934,0.0,22.403211549852674,5.5,20.9
2021-11-19,جندوبة,0.0,15.899999999999999,45.510000077486026,89.0,108.46000002220279,27.8,80.8
2021-11-19,بوسالم,0.0,16.2,45.78666673815912,90.0,104.48222231633137,44.0,72.4
2021-11-19,غار الدماء,0.0,7.8,46.61428573697197,66.3,101.5734694385711,11.3,47.89999999999999
2021-11-19,عين دراهم,0.0,58.0,202.26000009849665,407.0,346.2719999796151,72.0,300.0
2021-11-19,طبرقة,0.0,63.599999999999994,144.5240003156662,285.2,251.07400039568546,39.0,233.6
2021-11-19,سد بوهرتمة,0.0,7.1,89.87111116995413,142.89999999999998,153.91666698098334,28.0,77.4
2021-11-19,بــاجة,0.0,24.7,64.85624996122594,176.7,140.02121597576289,16.0,81.0
2021-11-19,مجاز الباب,0.0,5.0,40.506521696143814,91.0,106.95652164405455,13.5,47.5
2021-11-19,نفزة ,0.0,57.0,144.63469381934527,270.5,234.450994938075,28.0,175.0
2021-11-19,سد سيدي سالم,0.0,11.4,43.77916662410523,66.2,107.35381197959768,6.5,44.1
2021-11-19,تبرسق ,0.0,26.0,55.52599993288517,128.0,126.05126521007142,14.0,62.0
2021-11-19,تيبار ,0.0,14.5,56.911999935954796,161.5,129.4473877498264,35.5,76.5
2021-11-19,الكاف ,0.0,2.7,38.328571455971314,69.2,99.60816341608155,24.900000000000002,110.9
2021-11-19,سد ملاق,0.0,5.0,28.126530658225633,67.80000000000001,82.79591824053499,21.6,82.6
2021-11-19,ساقية سيدي يوسف,0.0,21.7,46.72222229904599,103.60000000000001,109.64000004165702,3.5,48.7
2021-11-19,قلعة سنان,0.0,9.5,37.98444452136754,59.5,100.23333338565298,5.0,48.0
2021-11-19,القصور,0.0,4.0,34.901999956369394,54.5,97.23799999743699,11.0,80.0
2021-11-19,السرس,0.0,10.0,35.78372094381687,84.8,106.50000002910926,15.600000000000001,75.5
2021-11-19,تاجروين,0.0,3.0,35.973784329019196,32.5,98.49519852135617,7.0,65.0
2021-11-19,سليانة,0.0,4.0,35.347999961078166,93.2,110.68399995625016,17.0,95.0
2021-11-19,بوعرادة,0.0,2.0,39.177550981087336,93.0,111.25102044626762,4.0,92.0
2021-11-19,الكريب,0.0,8.5,51.62997443208686,112.0,112.1871173402586,6.0,74.5
2021-11-19,الروحية ,0.0,0.0,24.127500036358832,14.0,89.25920743317134,5.0,59.0
2021-11-19,سعدية برقو,0.0,0.0,49.06530605864768,83.0,139.5426938132455,10.0,85.0
2021-11-19,سد الأخماس,0.0,0.0,35.603528871688816,35.7,116.31866493365936,7.8,90.8
2021-11-19,مكثر,0.0,1.0,41.77199993729591,24.0,128.24200000301,11.0,63.0
2021-11-19,تونس قرطاج,0.0,8.0,52.775999996215106,107.6,133.54599997252222,10.399999999999999,67.4
2021-11-19,تونس المنوبية,0.0,9.1,52.87799990385771,134.7,130.40800011947752,15.0,110.0
2021-11-19,أريانة,0.0,5.0,53.80200001418591,105.0,134.55600000083444,6.0,63.0
2021-11-19,سيدي ثابت,0.0,9.0,52.92553198369261,131.0,117.90769019893595,6.0,90.0
2021-11-19,قلعة الأندلس,0.0,8.0,61.84042559294625,217.0,135.3046379917496,10.0,58.0
2021-11-19,منوبة,0.0,12.0,47.504166692495346,140.5,120.13065480224176,13.0,82.5
2021-11-19,برج العامري,0.0,10.0,42.56734696395543,101.5,115.4316734349454,17.5,79.0
2021-11-19,البطان,0.0,14.0,38.3120000204444,110.0,106.0546122930001,14.0,63.0
2021-11-19,بن عروس ,0.0,19.0,52.25399990543725,114.3,130.7479999113083,39.8,143.89999999999998
2021-11-19,برج السدرية,0.0,3.0,57.7812500364768,130.0,130.32525453744435,38.0,116.0
2021-11-19,الخليدية,0.0,5.0,47.944192004632775,70.0,131.16381717743806,55.0,136.0
2021-11-19,نابل,0.0,30.0,50.103755042519495,84.9,124.73975515764587,0.5,90.7
2021-11-19,قليبية ,0.0,31.0,68.15999990403652,211.5,158.91273429660168,9.5,83.5
2021-11-19,قربة ,0.0,27.0,50.851020337975754,100.0,140.26330604681561,3.0,86.5
2021-11-19,منزل بوزلفة,0.0,15.0,63.729999993443485,219.5,146.09800000473857,12.0,83.5
2021-11-19,قرمبالية,0.0,19.0,62.28599998354912,212.2,146.27191842198675,31.0,57.0
2021-11-19,الهوارية ,0.0,49.5,85.34651151923246,315.5,159.34883680211945,8.0,101.5
2021-11-19,الحمامات ,0.0,4.0,55.959999951273204,57.0,144.6900001381338,2.0,81.5
2021-11-19,زغوان,0.0,1.5,48.80612251344993,62.5,133.14677575130244,24.5,62.0
2021-11-19,الفحص ,0.0,2.0,38.387499963243805,64.0,117.10673758816564,13.0,106.0
2021-11-19,سد بئر مشارقة ,0.0,0.0,36.933999831676495,63.5,115.87563252525362,26.5,73.5
2021-11-19,صواف,0.0,0.5,38.07321430737672,47.5,116.34545076815849,9.0,102.5
2021-11-19,الجبيبنة 3 النظور,0.0,0.0,36.20000005796552,19.0,105.57600000217558,0.0,36.5
2021-11-19,بنزرت سيدي أحمد ,0.0,12.8,89.9000001746416,166.00000000000003,166.00000000000003,0.0,0.0
2021-11-19,تينجة,0.0,16.2,84.61224492350405,149.7,148.92040823856166,9.8,57.39999999999999
2021-11-19,راس الجبل,0.0,7.0,86.70869566111462,258.0,152.3788158552071,10.1,84.60999999999999
2021-11-19,العالية,0.0,5.5,68.2760627241615,149.0,123.21483846807058,1.0,66.5
2021-11-19,ماطر,0.0,12.5,67.87600010886788,168.5,140.83200019463894,8.5,113.5
2021-11-19, جومين,0.0,24.0,89.82857149748173,217.0,164.7714286677691,8.0,211.0
2021-11-19,سجنان,0.0,28.0,124.1380000579357,215.0,205.5309386963017,20.0,134.5
2021-11-19,القيروان ,0.0,0.0,26.908000009655943,7.5,102.76400007843972,0.0,0.0
2021-11-19,حفوز,0.0,0.0,22.812195251627664,0.0,112.90243930060687,1.8,189.8
2021-11-19,سد نبهانة,0.0,0.0,26.67317077444821,15.0,94.00487793727619,0.0,183.0
2021-11-19,الوسلاتية,0.0,0.0,30.150000100800145,8.0,122.18399831737851,11.0,77.5
2021-11-19,السبيخة,0.0,0.0,28.635999981462952,10.0,113.31000000819563,0.0,126.0
2021-11-19,سيدي عمر بوحجلة,0.0,0.0,22.021469411418146,5.0,84.34951025352186,0.5,168.0
2021-11-19,سد سيدي سعد,0.0,0.0,19.566000042855737,26.5,77.09400006696583,0.0,152.0
2021-11-19,القصرين,0.0,0.0,19.29999993503094,14.0,83.26400002613667,0.0,0.0
2021-11-19,فريانة ,0.0,0.0,21.785416735491406,42.0,88.1833333666436,0.0,98.1
2021-11-19,فوسانة,0.0,0.0,20.108510602661898,35.0,65.98307317458006,0.0,25.5
2021-11-19,خنقة الزازية,0.0,0.0,15.917999988943336,0.0,73.49799998775126,0.0,55.3
2021-11-19,سبيبة ,0.0,0.0,25.235555455585324,27.5,99.26333323324437,0.0,25.900000000000002
2021-11-19,سبيطلة,0.0,0.0,17.83600006058812,29.5,74.42200009390712,0.0,64.0
2021-11-19,تالة ,0.0,0.0,37.968000009506945,59.5,110.35600005283952,0.0,72.5
2021-11-19,سيدي بوزيد,0.0,0.2,21.465957408255722,70.9,94.14893613153315,0.5,130.8
2021-11-19,سيدي علي بن عون,0.0,0.0,19.72127658794535,21.0,76.63692376218366,0.0,57.0
2021-11-19,بير الحفي,0.0,0.0,19.979999991953374,24.5,80.59159188141629,0.0,42.0
2021-11-19,المكناسي ,0.0,0.0,15.056000000536441,20.0,66.45600005552171,3.0,38.0
2021-11-19,الرقاب ,0.0,0.0,18.955555544959175,14.5,76.5787281959099,2.0,113.5
2021-11-19,جلمة ,0.0,0.0,18.719148917401093,47.0,76.26491409629718,0.0,98.0
2021-11-19,المزونة,0.0,0.0,12.906249983857077,1.0,67.44459221089352,0.0,21.5
2021-11-19,سوسة,0.0,0.0,39.63469390023728,50.5,120.14081625549163,4.0,233.5
2021-11-19,النفيضة,0.0,4.0,40.263265332397154,13.0,122.65245408802615,0.0,105.0
2021-11-19,مساكن ,0.0,0.0,34.61836740374565,14.5,112.55616494847565,4.0,277.5
2021-11-19,سيدي بوعلي ,0.0,0.0,42.78297867768622,6.0,116.99552313532311,6.0,74.5
2021-11-19,الكندار,0.0,0.0,31.704255266392476,9.5,106.65722966134629,0.0,139.0
2021-11-19,المنستير,0.0,4.0,34.68888899270031,56.0,119.82828308053764,2.0,253.0
2021-11-19,المكنين ,0.0,4.0,46.23200009793043,72.0,140.63000024437906,5.0,546.0
2021-11-19,طبلبة,0.0,6.0,47.96399999678134,156.0,138.2319998629239,3.0,407.0
2021-11-19,جــمال,0.0,0.0,44.194000003933915,50.0,136.26093886525652,10.0,405.0
2021-11-19,المهدية,0.0,6.5,39.37400004833937,82.2,129.48200017213824,6.0,244.6
2021-11-19,الشابة,0.0,21.0,40.29565222496572,48.0,126.50835758073319,4.5,360.0
2021-11-19,السواسي,0.0,0.0,22.070833294807624,43.0,84.19293562685384,1.5,247.0
2021-11-19,الـــجم ,0.0,1.0,31.779166597562536,15.0,101.88235811224035,0.0,229.0
2021-11-19,صفاقس,0.0,1.2,21.090000054836274,16.7,82.98399988234046,3.0,95.0
2021-11-19,عقارب,0.0,0.0,17.565999994277952,19.0,70.58628579538697,1.0,137.0
2021-11-19,بير علي بن خليفة,0.0,0.0,14.551999994516374,4.0,67.36800003796813,0.0,83.0
2021-11-19,الغريبة,0.0,0.0,15.628888911339976,11.0,66.3604831137807,0.0,17.5
2021-11-19,قرقنة,0.0,45.0,23.346938775510203,68.0,82.31207482993197,0.0,14.0
2021-11-19,منزل شاكر,0.0,0.0,16.349999984502794,21.0,73.91000005841259,0.0,123.0
2021-11-19,الحنشة,0.0,3.0,26.45886526040152,29.5,92.68401738936785,0.0,172.0
2021-11-19,قفصة ,0.0,0.0,17.08600006580353,9.0,46.44999998614194,0.0,17.5
2021-11-19,القطار,0.0,0.0,13.858695639864258,4.0,40.38274738061603,0.0,0.0
2021-11-19,السند,0.0,0.0,16.40000005163576,6.0,57.069565169351264,0.0,56.0
2021-11-19,المنلوي,0.0,0.0,13.82173913101787,0.0,29.274879210629468,0.0,0.0
2021-11-19,الرديف ,0.0,0.0,18.042857154849028,4.0,39.362813944133705,0.0,8.0
2021-11-19,سيدي يعيش,0.0,0.0,14.03913041042245,29.0,75.63458516852184,0.0,121.0
2021-11-19,أم العرائس,0.0,0.0,13.822916609700767,8.5,38.86019518094612,0.0,10.0
2021-11-19,توزر ,0.0,0.0,10.916000046283004,0.0,25.293999982774253,0.0,0.0
2021-11-19,تمغزة,0.0,0.0,14.760000093777974,0.0,29.688142727480034,0.0,28.5
2021-11-19,دقاش,0.0,0.0,11.30888894399007,0.0,22.436473470389995,0.0,1.0
2021-11-19,نفطة ,0.0,0.0,11.968085119064819,0.0,23.946022214607495,0.0,0.0
2021-11-19,قبلي ,0.0,0.0,9.160465135823848,0.0,24.086945087237414,0.0,22.5
2021-11-19,الفوار,0.0,0.0,7.867499973252414,0.0,19.121605711280182,0.0,0.0
2021-11-19,دوز ,0.0,0.0,7.482499976456165,0.0,22.363080706373804,0.0,0.0
2021-11-19,قابس ,0.0,0.0,22.302040843179036,34.0,76.85244868058936,0.0,7.0
2021-11-19,الحامة,0.0,0.0,10.212500013783576,0.0,43.68499993067233,17.0,81.0
2021-11-19,المطوية ,0.0,0.0,20.382051239793114,11.0,60.65384611353659,0.0,5.0
2021-11-19,مطماطة,0.0,0.0,22.157142834395778,6.0,51.3385714845268,13.0,39.0
2021-11-19,مدنين ,0.0,0.0,16.955999945402144,0.0,50.34400025576353,0.0,0.0
2021-11-19,بني خداش,0.0,0.0,21.300000068254594,0.0,49.46585356825737,2.5,49.199999999999996
2021-11-19,بن قردان ,0.0,21.0,26.814285726267467,21.0,62.79443206066506,15.7,33.7
2021-11-19,جرجيس,0.0,11.0,33.3224488680764,11.0,81.38516155043996,9.1,74.6
2021-11-19,جربة حومة السوق,0.0,5.5,29.634000088721514,10.0,81.04469390483537,13.6,40.6
2021-11-19,تطاوين ,0.0,0.0,12.316490513404503,0.0,29.974944638158014,0.0,0.0
2021-11-19,غمراسن,0.0,0.0,14.258139550685883,0.0,30.02039672752454,1.0,7.7
2021-11-19,رمادة ,0.0,0.0,7.592857174397934,0.0,22.372259168616463,2.0,17.4
2021-11-18,جندوبة,6.3,15.899999999999999,45.510000077486026,89.0,107.22400002047425,27.8,80.8
2021-11-18,بوسالم,0.0,16.2,45.78666673815912,90.0,103.20000009934111,43.0,71.4
2021-11-18,غار الدماء,0.0,7.8,46.61428573697197,66.3,100.41224494044269,11.3,47.89999999999999
2021-11-18,عين دراهم,8.0,58.0,202.26000009849665,407.0,338.7899999576806,72.0,300.0
2021-11-18,طبرقة,23.4,63.599999999999994,144.5240003156662,285.2,245.37600039318207,39.0,233.6
2021-11-18,سد بوهرتمة,1.5,7.1,89.87111116995413,142.89999999999998,150.12777809209445,28.0,77.4
2021-11-18,بــاجة,2.0,24.7,64.85624996122594,176.7,137.51496596371777,16.0,81.0
2021-11-18,مجاز الباب,0.0,5.0,40.506521696143814,91.0,106.05434773360257,13.5,47.5
2021-11-18,نفزة ,27.0,57.0,144.63469381934527,270.5,228.75915820690875,28.0,175.0
2021-11-18,سد سيدي سالم,1.0,11.4,43.77916662410523,66.2,104.80797864030389,6.5,44.1
2021-11-18,تبرسق ,0.0,26.0,55.52599993288517,128.0,124.47726521150193,14.0,62.0
2021-11-18,تيبار ,0.0,14.5,56.911999935954796,161.5,127.5113877679164,35.5,76.5
2021-11-18,الكاف ,0.0,2.7,38.328571455971314,69.2,98.67142870718119,24.1,110.1
2021-11-18,سد ملاق,0.0,5.0,28.126530658225633,67.80000000000001,81.70408150036721,21.6,82.6
2021-11-18,ساقية سيدي يوسف,0.0,21.7,46.72222229904599,103.60000000000001,108.61777779691748,3.5,48.7
2021-11-18,قلعة سنان,0.0,9.5,37.98444452136754,59.5,99.52222227454187,5.0,48.0
2021-11-18,القصور,0.0,4.0,34.901999956369394,54.5,96.1239999964833,9.5,78.5
2021-11-18,السرس,0.0,10.0,35.78372094381687,84.8,105.13488375447518,15.3,75.2
2021-11-18,تاجروين,0.0,3.0,35.973784329019196,32.5,97.2951985386957,7.0,65.0
2021-11-18,سليانة,3.0,4.0,35.347999961078166,93.2,109.65799995645878,14.0,92.0
2021-11-18,بوعرادة,0.0,2.0,39.177550981087336,93.0,110.01020411584446,3.0,91.0
2021-11-18,الكريب,0.0,8.5,51.62997443208686,112.0,109.80140305259803,6.0,74.5
2021-11-18,الروحية ,0.0,0.0,24.127500036358832,14.0,88.84670742721087,5.0,59.0
2021-11-18,سعدية برقو,0.0,0.0,49.06530605864768,83.0,138.33657135891366,8.0,83.0
2021-11-18,سد الأخماس,0.0,0.0,35.603528871688816,35.7,114.61458328321613,7.8,90.8
2021-11-18,مكثر,0.0,1.0,41.77199993729591,24.0,126.60800001636144,10.0,62.0
2021-11-18,تونس قرطاج,0.0,8.0,52.775999996215106,107.6,132.08999998152254,10.399999999999999,67.4
2021-11-18,تونس المنوبية,0.0,9.1,52.87799990385771,134.7,128.9920001117885,15.0,110.0
2021-11-18,أريانة,0.0,5.0,53.80200001418591,105.0,133.29400000810622,6.0,63.0
2021-11-18,سيدي ثابت,0.0,9.0,52.92553198369261,131.0,116.43534975463491,6.0,90.0
2021-11-18,قلعة الأندلس,0.0,8.0,61.84042559294625,217.0,132.26208481547843,10.0,58.0
